var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
13.996714153011233,2.1788936801741414,1.7027861706028165,17.270965849936054,107,2.9791892533537423,2.88806490199494,0.30261224315397256,1.1429966802458194,6.735693886062591
13.361735698828815,2.280392263184117,2.200312488523114,12.233504027467124,131,3.278028323914428,2.9316307298792452,0.053145708411569154,2.0046818693803012,4.243827798033331
14.147688538100692,2.5415256215876383,2.5026218498590915,17.60881776031698,128,2.729050437805726,4.057878004003123,0.38864481970162595,3.2509884928398396,3.809796411690561
15.023029856408025,2.5269010260174514,2.523490296882371,19.066913576414855,106,3.319445522968387,3.5859409975177163,0.07060236599664144,0.9998028015037443,2.5750459507041805
13.265846625276664,1.3111653160214545,2.274967264260378,16.240304709671104,103,3.783653933319476,2.9595269363709544,0.4476146110720066,1.4580194744022696,7.915910467131382
13.26586304305082,1.5310874800424386,2.8114249661737496,20.630387437674198,120,3.1715545414758792,1.9724374871388572,0.40835849007422986,2.537397832861833,3.9686719323155772
15.079212815507391,2.25751763360433,1.966189785308703,12.678632402689281,113,2.6089521573637655,2.4277677531967665,0.47742125041380207,2.315129578588922,4.6025219279667535
14.267434729152908,2.2568929754561045,2.4288102574893533,11.266035890065748,124,2.692490994330102,3.451714541300939,0.32602655583677265,1.299979673875004,5.600311169991452
13.030525614065049,2.257523843153024,2.5601478158559496,9.663839253287165,133,2.8758685496074423,2.1392220293055915,0.26386142328181617,1.6670447978158875,5.564415285779869
14.042560043585965,3.9263657453273604,2.7572194170293747,19.48813293446755,134,2.702554851465217,3.346496763725978,0.2549898866309776,1.0553743498797288,6.49312019136214
13.036582307187537,2.2854452553465836,2.855807439044445,16.963096969062175,123,2.5044098451949752,2.6672181375674873,0.2453739828969103,2.7843879996164578,4.241340160323342
13.034270246429744,2.5677828200902995,1.9376789540810653,14.833245987268635,92,3.077203638480846,3.245902887290337,0.39810686536747025,1.7952949138635748,2.722664123058174
13.741962271566035,2.4770008817466014,1.7329429146321889,15.839905878959462,126,2.8894013341371005,3.2319281506670716,0.3712271489505878,3.4337247286085057,2.372669382055368
11.586719755342202,2.325695625652899,3.1388384109492544,11.62353285810487,132,3.094860441779029,3.2602949669453554,0.31202256334342127,2.0648801952320173,3.8414895343143067
11.775082167486968,1.8423653776798272,2.666157005989796,22.33725593885048,129,3.5931937061076438,3.00278907646074,0.22778186920730276,1.8242077572776985,3.096299050650752
12.937712470759028,2.379484610246634,2.125756731721723,15.387663545925683,115,2.8818235830378205,2.986357187196134,0.5629212631300273,1.746542590966562,4.392766589384483
12.487168879665576,1.613587392731214,3.2755759877612616,15.328184383814678,112,2.4072899976598445,2.839604790531781,0.391237461396287,1.8046401318460572,7.615157621519965
13.814247332595274,1.8815906966299956,2.5578373171464293,17.177299871696075,133,2.8005537538732246,3.441946158620945,0.14022880802265908,2.0886568761070423,4.2454435882326225
12.591975924478788,1.7573182260854483,3.089648592031913,16.44302769521014,128,3.385212608558321,3.6025963373904744,0.24837439840628728,4.0099260612626555,4.244698277330887
12.087696298664708,2.0409370696931615,2.5337592407050544,15.671652072837395,104,3.3383851353584775,2.590513738731937,0.39317760974087057,1.7289122639205123,4.9672024474884235
14.965648768921554,3.1573292833367543,3.5303739624409936,12.628576633664064,138,3.2593198238067833,3.1741857638538655,0.22004610787673157,1.7549172313829524,4.188750017575868
13.274223699513465,1.066367403704126,3.377670421221602,16.414405071407987,93,2.6876466384189484,3.298291036743869,0.3351547958825889,2.0524750765465427,4.865217528563612
13.567528204687925,2.3431300951872567,2.3755179257604633,20.6460734894251,118,3.375951309016349,3.291885567311521,0.3950796300336148,2.8722196050754083,6.081738444962693
12.075251813786544,1.1936420644051742,2.9857854754771775,19.036260138464932,111,3.488449539018533,3.283384809798259,-0.03884280826563935,0.8632123511417766,6.769502109526628
12.955617275474818,1.7640340671052832,2.822687974792574,19.77955987991819,114,2.652289185055012,2.998982594827388,0.289196230021075,2.364074189527716,7.006426399478047
13.610922589709865,2.544475298483683,3.1843157787661744,13.466352970706446,102,2.979214951228738,3.33951521273127,0.2931209153565122,1.3460598591830704,9.11370444146204
12.349006422577697,2.0321400095477316,2.0175382697099478,12.031185539224257,107,4.010200981841056,3.5090143554918103,0.25879275443162103,2.4426181511607594,6.138718892344876
13.875698018345672,1.461127611035347,2.8430257299992197,14.622639239701055,122,2.630062861768306,3.270518327911282,0.3301695134946041,1.6049920461116352,9.468957802698618
12.899361310081195,1.642348145370016,3.029212243424794,15.167174736866084,105,2.1474566653781375,3.452969918266862,0.3657519607495875,0.15671812819417053,3.4470363838807137
13.208306250206723,2.3397988744673377,1.6206302567884427,18.282574555412847,134,3.691452217232399,3.6951767055187537,0.3142050944324609,2.2956620821499882,9.18256980484917
12.898293387770604,1.6348166841414318,1.9083707436671125,9.922606110855542,131,3.56830238585228,2.2745298210523663,0.26261726059505675,2.2889158162774947,4.23924789156082
15.352278184508938,2.1082292947909873,1.4803839111199497,19.58865095838184,133,2.7715163382112875,3.671731920932684,0.36326212997842694,1.536735753216456,4.435962138473929
13.486502775262066,2.022785919951907,2.365296582777721,14.525976304263033,91,2.9435041090659566,3.3712138826106375,0.3049053409274357,1.489324911885598,4.7602549051542535
12.4422890710441,1.6741998261970914,2.858771127897981,13.71935679015774,124,2.387532474905524,2.6441873361306367,0.27692995868045217,0.950901819929878,4.562758577682538
14.322544912103188,3.0719720446626626,3.251178526048014,11.963686874219498,131,3.044476136304851,3.6012354411598446,0.16877206146610807,2.6184799532310974,5.171680793453007
12.279156350028977,2.3169595111590056,2.537047390209888,10.035429984402692,123,3.5829568576857005,3.0008395469880194,0.14373452147339214,2.7057726259734465,3.8399439950231216
13.708863595004756,0.9874287066711964,3.314307772785646,17.469511751885744,119,2.728697579120861,3.0690167818407237,0.16687702072859295,1.296759291859288,6.659924346142744
11.540329876120225,2.093227157384714,1.8099492708925542,15.219953901565212,102,3.4385509893931463,2.9461601087671694,0.3278329061220215,1.5680524323689193,3.8943299307576407
12.17181395110157,1.669106767615806,1.6483087803224228,11.130117300776838,102,3.231861928695216,3.3511994221191124,0.29209212523936484,1.9493687030888291,6.311220796505783
13.696861235869124,2.426216667398112,2.4722261505516907,11.114763683809151,107,3.28890844544057,2.8073234287439734,0.15197159017925366,3.8166922248284374,8.05544723904753
14.23846657999541,1.6037396307836498,2.692032724469654,13.992645902129615,121,2.7578454097068157,3.650737314973893,0.3645917825793811,2.436097398071146,4.28579526038452
13.67136828118997,1.9426317792665504,2.4836526259529537,20.007064575868178,121,2.822687908533253,3.130568706402664,0.43743095131790954,1.2452675879932964,6.588766835958355
13.384351717611759,2.2524936394902286,1.4662789499800617,14.221225945909186,124,2.076613782764299,3.0178987582560315,0.24015063832836642,2.2430242475924045,6.118318577806369
13.198896304410711,2.432877597085061,2.455439980243606,10.490571140645681,128,2.7166652937449474,3.576437838806985,0.12590181426316258,0.8986467674895346,9.5057737644395
12.021478009632572,1.3998517964721118,1.8477652497475734,14.262770807742168,135,3.5817427290156294,3.04022161884046,0.2290873615098087,2.574392247932937,3.9903388703101
12.780155791605292,1.8327493820795258,2.8348362744150193,14.181829290756989,118,2.5353339029488633,3.674088412681151,0.3854460626794694,3.3404379148355883,6.590143233611568
13.039361229040212,1.762527344419522,2.683299123048424,6.909340071175285,138,2.609849173071548,3.689796475420433,0.3548529858534774,3.3438333480671663,1.7479778164468938
14.557122226218915,1.6733353837131442,2.030060106836322,14.837115400446564,118,3.320094911853562,2.5325980808905117,0.2077567313988521,2.587914802779471,4.008283178526374
13.843618289568461,2.882727120140548,2.243066541331653,14.307196409373965,133,3.201384145996547,3.754630101111462,0.4521172137764742,1.5332701153054964,5.7067856751938155
11.736959844637266,2.2024908554804776,1.9703932390555243,17.088619094440254,105,3.3449316248981504,2.4689820142490575,0.43482800659263987,0.9592785947886993,7.786319938179562
13.824083969394795,1.3695580228324773,2.468660451363414,20.546868284836037,133,2.4183897299547983,3.7857902634412555,0.22669939367233588,0.8798359653047128,2.5481332700315944
13.114917719583683,2.458930973527388,2.977571160250619,18.379695088643274,136,4.282028974650173,4.2141785961151195,0.2256709997035033,-0.24497368759883464,6.572181281482221
12.823077999694041,3.0610780985063166,2.007136976832228,14.193333928335509,99,2.392123312916375,3.6374172191345657,0.24071720626205104,2.5550846104063374,4.873553087034082
14.111676288840869,2.5162326302755735,2.752023257758922,11.680422273774989,119,3.077123656867034,2.1215096776501636,0.2492667224611454,1.9177315838204805,1.956944693215375
14.53099952249595,1.2403150170229933,2.2348711908137795,22.72007940974958,114,2.9206722520657067,3.731782859693009,0.39505380079284436,2.727372933162502,5.36317369189758
14.431280119116199,1.7578829635668742,2.103563583868828,15.177655302043465,128,2.4066792413174762,4.323064482968006,0.3425329060476594,3.1424251881878305,8.418322465956424
12.660782476777362,2.6334555745933113,2.446484820022721,15.041787875738839,109,2.814895288593375,3.0484841795009854,0.38770787693505876,2.079924435121928,2.759154680176766
13.190787624148786,1.6461652671906095,1.982378838790313,14.92762473866999,94,3.011653800442935,3.182648339985055,0.36735651431867,2.11676928777052,4.780124569259633
13.831263431403563,2.221909714073114,2.223175347326409,15.594254282303565,90,2.675013394068265,2.605756639036784,0.47145270681937324,1.6285437244020269,3.0267220307208675
14.47554512712236,2.387317026714668,1.9010610537055759,14.566918764228173,119,3.4686118107674244,3.356039709409835,0.19406144561908595,1.7231324662620735,4.062834136179968
13.02082576215471,1.5365347642109586,3.4823625664581948,13.279013979359291,138,2.9191871272687644,3.8345885912715647,0.3380358530383916,2.582775929978347,7.8643402870492665
13.314341023336183,1.9702373219691,2.517631775985864,13.359423176278824,92,2.3293626644908567,3.548868564074727,0.0826178743765302,1.8604999757077516,4.456951049017235
12.393665025993972,0.3793663299654637,2.150137246003707,14.901740189352005,134,2.2869372336653515,4.7709834886439,0.16830444259031416,1.744793866597741,7.8031314750306535
12.30379337591933,1.4878061793328552,2.606989955367111,13.369725686598706,103,3.303082545305728,3.2165135214828986,0.2925146614065153,1.985346512445719,7.2181080958631725
14.312525822394198,1.8737159243034198,2.443835975154585,12.861462651968507,119,2.2566146086498318,2.384663316292368,0.3418206612754536,2.709064156849272,4.274524173031104
14.856240028570824,1.3761084090175753,2.3895152002333884,15.31929068307569,139,3.158213036524542,3.28548548578411,0.28981842579704303,1.445870753735918,3.994801078787535
13.427989878419666,2.8162056519658174,2.8070833500217125,14.235068347737434,93,3.2223275928334796,1.9917741173937553,0.24328075811873218,1.9467771859583738,3.208002386370996
14.503532897892024,1.2849293110196838,2.8787538550236524,19.511978965748064,107,2.5023223180379914,2.9334480375677434,0.2610582122506962,2.196222270222744,3.1382376116131914
13.861636025047634,1.779977756651508,2.2347494261947363,7.047090574820964,126,3.445369041887445,4.012191029300106,0.4369440976424104,2.928177522868191,5.706414789015686
12.854880245394876,2.0653702886430456,2.21209087967766,18.274520555767385,114,2.141103188119184,3.362566824315886,0.2615967822119859,1.8085625785604649,4.960429369570069
13.861395605508413,2.720636644533058,2.362474151424178,18.738255577492886,137,3.1482294669992794,3.2897084064156346,0.4749241622043528,1.4257412911586222,3.7527891301415868
15.03803656646597,1.2820689244102803,1.3490394176322076,8.779829302775552,90,2.979571033201996,4.1103901883576786,0.3794017073541133,1.6125112445821155,1.9024741557534424
13.464173960890049,2.58158187607748,1.7424044689007239,13.971937217758953,135,2.940501012134553,3.0647000541683154,0.345753734614823,2.8424459464123033,5.212357535644424
15.064643655814006,2.0051165305097935,3.1834371337222622,13.885677402012625,104,2.411051678509714,3.8309102064670544,0.18064030896790043,3.626644238882772,4.060895641877334
10.880254895910255,1.5092456744760245,3.322483856750642,10.777464915846537,98,2.531488997800037,3.2646534875831703,0.3935238161399627,0.9489937490511737,4.609404608835812
