variable,target
-1.1366022118310442,-13.152921738183426
-1.4185560292233947,-36.31664544298327
1.7448141483393012,104.18484041335182
-0.2321822559440909,-15.82272774410206
-0.4893372168846516,-24.08151057217002
0.2890942083083949,41.15658535831136
1.331586504129518,101.416370417741
-0.5292960890999482,-24.05752443129981
1.1287851531098774,4.93381892737164
-0.1746002105929412,44.85026491121672
1.028274077982704,-2.046928722631062
-0.9393433597625512,21.001143102421786
0.6602315512263132,-32.980440021616175
0.2445439766479897,-1.3582753960867666
-0.6978100304717146,-27.18145200870053
0.9890724574994392,63.349911569545725
-1.856185480611148,-91.30518145564804
-0.5017288995948672,34.63472001089968
0.4002099825232482,20.881680575046275
1.1236912534094234,42.585915007838125
0.8269986226622651,39.092589974499866
-0.2157898923305218,-22.98720626625374
1.3979963770935753,71.5995586193739
1.203373738138121,45.0668783233124
-0.50183952461055,-24.22150554814579
1.8028572256396647,87.15278777732456
0.9279757672456204,47.31639612763604
0.3946339367881464,-0.1439923066016071
-1.375925438230254,-70.99299078988781
-1.3760219186551894,-65.229970217642
-1.7676655513272022,-73.60433711894494
1.4647045830997407,68.05252697225056
0.4044600469728352,12.138066319709884
0.832290311184182,36.59694512336373
-1.9176620228167902,-86.72907996381878
1.8796394086479773,97.26948152899571
1.329770563201687,61.190926122413956
-1.1506435572868954,-52.3995035332112
-1.2727001311715975,-62.66423106509947
-1.2663819605862647,-53.632648123984346
-0.7830310281618491,-46.172082346865984
0.09902572652895136,1.674664860469886
-0.27221992543153695,-17.532077802898424
-0.8350834392078323,-56.3893214417128
0.4474115788895179,25.331781715121657
-1.4420245573918327,-69.49067514779274
-0.8314214058591274,-41.51993572653176
-0.5345526268252332,-29.073502675013128
-0.17572006313185629,-22.939710577096957
1.1407038455720544,52.82873905094913
-1.201304871366561,-63.492388733595746
0.05693775365444642,-5.175885009493869
0.36965827544816987,16.870056655748403
-1.814198349120009,-86.66940888785507
0.43017940760575346,40.37082939239298
-1.3179035052508339,-64.1493971342233
-1.739793628058882,-84.41417749571646
1.795542149013333,89.03264829300498
1.8625281322982374,73.93869446192146
1.2335893924658445,61.41433086880006
-0.7815449233065173,-38.474944065915594
-1.6093115439744645,-55.83315607387036
0.7369321060486276,34.92299565462015
-0.2393900250415948,-8.954027828743616
-1.5118470606208847,-75.93947072809668
-0.01929235955491926,-12.651398353941284
-1.8624459155391264,-81.69406763180612
1.6372816083151283,89.38341074262416
-0.9648800735999323,-40.333684209566144
0.6500891374159279,23.410582322849006
-0.7531556956423562,-23.629841672756818
0.08027208471124325,-10.004906392360645
0.1868411173731186,15.210626806658633
-1.2605821778978918,-41.1245526367948
1.8783385110582342,84.01156230160483
1.1005312934444582,49.36358737619519
1.7579957662567565,88.89630196371424
1.5793094017105953,73.93071354436776
0.39159991524434057,4.0733614515557015
1.6874969400924673,85.06047675268364
-1.646029991792322,-92.92453672687715
-1.2160685503234192,-56.06750320981915
-1.8190908443578477,-100.14878456023041
-0.6986786769469426,-19.43458979717174
-0.44529084124207197,-30.09707498546597
-0.9146038729044164,-48.95080880727757
1.3149500366077174,73.88267400408257
-0.5729866932256429,-40.9579778256217
-0.876261961250477,-41.53849871648256
0.17078433263299386,21.610644174473975
-1.4363031001009494,-87.88998735065975
1.2087879230161587,62.285734736130976
-1.7017974252809167,-82.4910433215616
1.9475477464020692,105.19561603787656
1.0889790771866297,42.07944675055066
-1.2051372738633104,-73.46142982400829
-1.9779115315055904,-93.67616091911054
1.2618457138193366,66.06213242329869
0.8274293753904685,43.87639727298219
0.9160286721639492,49.265915703167224
1.085081386743783,47.453822121404244
-1.7038213930636386,-82.86853268157189
-0.5661370858229096,-25.376129558158667
-1.5365237618994811,-83.96970227523774
1.452413703502374,91.27843028656628
0.4931925073102317,29.39795457462946
-0.6764079005894033,-45.73343000149665
-1.7457665988559055,-80.72279385645697
-0.7560707131373512,-47.550352359140774
-0.6992667118930118,-27.092489557226067
0.9184247133522563,57.50719145768685
0.5502298854208525,19.30467108752552
1.5488509703053062,87.07630980770853
-0.11114029935220282,-1.4292056982451582
-1.5216230162467932,-67.86054921239476
0.85297914889198,61.616887271138474
1.0431401944675898,49.70312856335078
0.24510879027798493,4.718077870324352
1.083868719818244,45.29829169465697
-0.024817614542437028,-9.398983576776235
0.09093131752797623,3.7755487822577694
-0.2898359265658015,-11.080276580123636
-1.8983234930236192,-92.14926665788077
-1.5684342920267822,-70.14988211097887
