x1,x2
-8.509857540966301,-11.43752271353587
-10.414792903513554,-10.556976929991452
-8.056934385697922,-13.319004922018085
-5.430910430775924,-13.588619872242013
-10.702460124170008,-7.562422532817406
-10.702410870847542,-5.931279914287531
-5.262361553477826,-10.216030364741002
-7.697695812541274,-6.989401306323927
-11.408423157804856,-8.915091924857098
-8.372319869242105,-11.935359263815373
-11.390253078437386,-8.915813183474759
-11.397189260710771,-5.385890300602092
-9.274113185301898,-10.107478117329855
-15.739840733973393,-5.306069032557981
-15.174753497539099,-17.859235312269234
-11.686862587722917,-7.534292486874328
-13.038493361003272,-9.738858795285486
-9.057258002214178,-10.897022051397602
-12.724072226563633,-9.724717670393494
-14.236911104005873,-15.962706743802679
-5.603053693235338,-10.659015663512536
-10.677328901459607,-8.92866228546476
-9.797415385936228,-5.566317865775452
-14.27424455864037,-11.554810654820942
-11.633148173575549,-12.425480808679563
-9.667232230870402,-11.50527113075361
-13.452980732266909,-7.253793646893778
-8.872905944962984,-9.013746671020947
-11.801916069756414,-11.589280611301117
-10.87508124937983,-8.460197700659933
-11.80511983668819,-9.70876735195588
-4.443165446473187,-7.0940650284013325
-10.040491674213802,-12.106159281632056
-13.1731327868677,-10.982986439793304
-7.5323652636904335,-11.176324459396472
-13.662530949913066,-14.390544844396356
-9.373409214985735,-9.111639168806272
-15.879010371639326,-9.216834183460332
-13.984558146695292,-9.984659630072617
-9.40941629239263,-10.70376140012544
-7.784600260013769,-14.246112226151244
-9.485895156430088,-11.261935968296077
-10.346944847164721,-11.028143549580308
-10.903311086767866,-12.406831807664856
-14.435565971102282,-10.483857134998027
-12.159532625184125,-8.787847429556384
-11.381916312879362,-4.34144229636841
-6.828633321343252,-9.476266561504483
-8.969145131294615,-9.227348827831706
-15.289120466088201,-10.223337747298501
-9.027748091815615,-15.756313645897125
-11.15524684124895,-10.07954162634765
-12.030766000917875,-9.81930937017692
-8.164971133477396,-2.6102736625441416
-6.907001432512147,-10.577082894343368
-7.2061596426514045,-9.095357972999162
-12.517652569667916,-10.10413530911573
-10.927637127553643,-13.506034112858597
-9.006209705789308,-6.571531556454938
-7.073364618632922,-7.744200901939678
12.37309584112914,11.877002043295018
7.271837635615784,7.428527330751153
14.208382932808298,6.787322505816663
5.794446811623157,11.447417245729556
11.76057128140081,9.329611644022448
16.571366877429938,12.142001482276276
7.028391024607934,11.419712873720634
8.301106811191683,9.781513262029382
10.298954095262923,7.459618845794785
8.489573037651402,5.455458325942406
5.3480097068016015,8.660455143798936
10.205688924418082,12.569196382970418
6.813088858821685,10.642281232390612
11.420777291905544,6.262783663864036
7.24172729729859,10.519542777553546
14.649803215052618,11.15595213918651
7.650240122991288,7.348427691396601
9.033815451382972,10.461175317836584
12.44055165210901,10.174626155338
6.307407050698134,6.571089106508131
10.682379803812388,11.07336208104485
13.921428262847284,11.682353579104703
5.177550296316317,13.249153729525831
10.553901575596912,13.161406156104709
10.77964838274527,5.866991896128727
12.345468615331932,7.186524880254632
6.289147867365754,11.54510580162598
6.0386301607471715,11.541357852736626
11.565824696850694,11.545143058918143
10.890954019699558,21.558194471964164
10.75147855103763,11.7126715320795
11.039344628490927,13.406696920541798
7.959925835264528,12.862005290479607
10.69676109148301,11.954173753917393
10.879217419896044,9.054192266078964
7.856945745920896,12.276907661479802
15.59732353343427,7.681524356387285
11.421498762735363,9.289544179779973
6.426089508392054,8.543909356512689
11.969660825901489,10.245622418158968
7.075954989318036,16.943975700020527
12.361253811227357,4.398204422224756
13.475786737022212,12.05878057112354
7.537953044944869,5.161852386431045
12.890128387732965,8.5842044026317
11.238342780809495,13.266851790902098
12.46618047998347,10.192840057286388
15.690378947961843,6.766765666212081
9.26383565199139,7.854088872220095
7.738791506927531,12.038793246804028
7.33145671112343,7.80890010484859
7.552569145103686,10.649375768745925
9.768694871757688,10.13671551971144
11.023455924449932,8.04519895718255
10.830072397990056,16.431832267975977
12.481549747108073,11.901757066954033
10.039005675633721,3.924572240027178
14.360602231471951,10.559362944308283
9.206029500286132,8.014640605694836
18.160507499768855,12.557300004388672
-12.377562215298102,7.513014967233783
